target,origin_date,realised_before,expert,squared_loss,bounded_loss,eta
audusd,2023-07-26,2023-08-02,financial_direct_sparse,0.0006439337857521746,0.2,1.0
audusd,2023-07-26,2023-08-02,candidate_overlay_survival,0.0006439337857521746,0.2,1.0
audusd,2023-07-27,2023-08-03,financial_direct_sparse,0.0010513960706792197,0.3265540942074009,1.0
audusd,2023-07-27,2023-08-03,candidate_overlay_survival,0.0010513960706792197,0.3265540942074009,1.0
audusd,2023-07-28,2023-08-04,financial_direct_sparse,0.0007629367015245241,0.1800090285982404,1.0
audusd,2023-07-28,2023-08-04,candidate_overlay_survival,0.0007629367015245241,0.1800090285982404,1.0
audusd,2023-07-31,2023-08-07,financial_direct_sparse,0.00015399190154971866,0.04036819863089748,1.0
audusd,2023-07-31,2023-08-07,candidate_overlay_survival,0.00015399190154971866,0.04036819863089748,1.0
audusd,2023-08-01,2023-08-08,financial_direct_sparse,0.0006188986780636429,0.1759646488175766,1.0
audusd,2023-08-01,2023-08-08,candidate_overlay_survival,0.0006188986780636429,0.1759646488175766,1.0
audusd,2023-08-02,2023-08-09,financial_direct_sparse,0.00027187781104446554,0.08444278497575243,0.9613512577339219
audusd,2023-08-02,2023-08-09,candidate_overlay_survival,0.00027187781104446554,0.08444278497575243,0.9613512577339219
audusd,2023-08-03,2023-08-10,financial_direct_sparse,1.2818626460087705e-05,0.004060277773143242,0.8900383173516875
audusd,2023-08-03,2023-08-10,candidate_overlay_survival,1.2818626460087705e-05,0.004060277773143242,0.8900383173516875
audusd,2023-08-04,2023-08-11,financial_direct_sparse,1.5006632471527816e-07,4.849463410870187e-05,0.8325546111576977
audusd,2023-08-04,2023-08-11,candidate_overlay_survival,1.5006632471527816e-07,4.849463410870187e-05,0.8325546111576977
audusd,2023-08-07,2023-08-14,financial_direct_sparse,0.00024554686025571456,0.11026194034446006,0.7849400150103164
audusd,2023-08-07,2023-08-14,candidate_overlay_survival,0.00024554686025571456,0.11026194034446006,0.7849400150103164
audusd,2023-08-08,2023-08-15,financial_direct_sparse,0.00011779027559445279,0.08664942176924341,0.7446594822118068
audusd,2023-08-08,2023-08-15,candidate_overlay_survival,0.00011779027559445279,0.08664942176924341,0.7446594822118068
audusd,2023-08-09,2023-08-16,financial_direct_sparse,2.112969160428864e-05,0.016334506471207984,0.7100049580159514
audusd,2023-08-09,2023-08-16,candidate_overlay_survival,2.112969160428864e-05,0.016334506471207984,0.7100049580159514
audusd,2023-08-10,2023-08-17,financial_direct_sparse,0.0001815819685740091,0.14790005328099748,0.6797779934458726
audusd,2023-08-10,2023-08-17,candidate_overlay_survival,0.0001815819685740091,0.14790005328099748,0.6797779934458726
audusd,2023-08-11,2023-08-18,financial_direct_sparse,0.0004098238622343026,0.3837941478753992,0.6531095705268852
audusd,2023-08-11,2023-08-18,candidate_overlay_survival,0.0004098238622343026,0.3837941478753992,0.6531095705268852
audusd,2023-08-14,2023-08-21,financial_direct_sparse,0.0002000804953774497,0.16296726023626137,0.6293521297152426
audusd,2023-08-14,2023-08-21,candidate_overlay_survival,0.0002000804953774497,0.16296726023626137,0.6293521297152426
audusd,2023-08-15,2023-08-22,financial_direct_sparse,0.0002848529241765255,0.25568710769274533,0.6080119211813511
audusd,2023-08-15,2023-08-22,candidate_overlay_survival,0.0002848529241765255,0.25568710769274533,0.6080119211813511
audusd,2023-08-16,2023-08-23,financial_direct_sparse,8.326171956307769e-05,0.06781737667210913,0.5887050112577373
audusd,2023-08-16,2023-08-23,candidate_overlay_survival,8.326171956307769e-05,0.06781737667210913,0.5887050112577373
audusd,2023-08-17,2023-08-24,financial_direct_sparse,1.1726334727480934e-05,0.010525686611693497,0.5711277514696671
audusd,2023-08-17,2023-08-24,candidate_overlay_survival,1.1726334727480934e-05,0.010525686611693497,0.5711277514696671
audusd,2023-08-18,2023-08-25,financial_direct_sparse,6.025379957650933e-07,0.0006022955857125522,0.5550364074384652
audusd,2023-08-18,2023-08-25,candidate_overlay_survival,6.025379957650933e-07,0.0006022955857125522,0.5550364074384652
audusd,2023-08-21,2023-08-30,financial_direct_sparse,8.552355845248498e-06,0.008963266396913704,0.5402327687638845
audusd,2023-08-21,2023-08-30,candidate_overlay_survival,8.552355845248498e-06,0.008963266396913704,0.5402327687638845
audusd,2023-08-22,2023-08-31,financial_direct_sparse,3.611143664637637e-05,0.03977425394158351,0.5265537695468319
audusd,2023-08-22,2023-08-31,candidate_overlay_survival,3.611143664637637e-05,0.03977425394158351,0.5265537695468319
audusd,2023-08-23,2023-09-01,financial_direct_sparse,3.3415261507755843e-06,0.003983058811514195,0.5138638621120784
audusd,2023-08-23,2023-09-01,candidate_overlay_survival,3.3415261507755843e-06,0.003983058811514195,0.5138638621120784
audusd,2023-08-24,2023-09-06,financial_direct_sparse,0.0001457768370554684,0.18933052399304529,0.5020493204891492
audusd,2023-08-24,2023-09-06,candidate_overlay_survival,0.0001457768370554684,0.18933052399304529,0.5020493204891492
audusd,2023-08-25,2023-09-07,financial_direct_sparse,3.7221356571025136e-05,0.04966676211030509,0.4910139218994828
audusd,2023-08-25,2023-09-07,candidate_overlay_survival,3.7221356571025136e-05,0.04966676211030509,0.4910139218994828
audusd,2023-08-30,2023-09-08,financial_direct_sparse,1.3578527173165338e-05,0.01862919713095254,0.48067562886696097
audusd,2023-08-30,2023-09-08,candidate_overlay_survival,1.3578527173165338e-05,0.01862919713095254,0.48067562886696097
audusd,2023-08-31,2023-09-11,financial_direct_sparse,5.914416984577863e-05,0.08975955953098888,0.4709640090061899
audusd,2023-08-31,2023-09-11,candidate_overlay_survival,5.914416984577863e-05,0.08975955953098888,0.4709640090061899
audusd,2023-09-01,2023-09-12,financial_direct_sparse,2.5107787800225393e-05,0.04263134231330013,0.4618182061773943
audusd,2023-09-01,2023-09-12,candidate_overlay_survival,2.5107787800225393e-05,0.04263134231330013,0.4618182061773943
audusd,2023-09-06,2023-09-13,financial_direct_sparse,2.498601849582341e-05,0.04971056064625688,0.4531853289639151
audusd,2023-09-06,2023-09-13,candidate_overlay_survival,2.498601849582341e-05,0.04971056064625688,0.4531853289639151
audusd,2023-09-07,2023-09-14,financial_direct_sparse,6.237312026708482e-05,0.14982424238748032,0.44501915867584374
audusd,2023-09-07,2023-09-14,candidate_overlay_survival,6.237312026708482e-05,0.14982424238748032,0.44501915867584374
audusd,2023-09-08,2023-09-15,financial_direct_sparse,0.00011790877380200588,0.3238477109996745,0.43727910460812264
audusd,2023-09-08,2023-09-15,candidate_overlay_survival,0.00011790877380200588,0.3238477109996745,0.43727910460812264
audusd,2023-09-11,2023-09-18,financial_direct_sparse,7.252315439067411e-05,0.17420527649739875,0.429929352509594
audusd,2023-09-11,2023-09-18,candidate_overlay_survival,7.252315439067411e-05,0.17420527649739875,0.429929352509594
audusd,2023-09-12,2023-09-19,financial_direct_sparse,1.9747993435597833e-06,0.005070580457371096,0.4229381654064873
audusd,2023-09-12,2023-09-19,candidate_overlay_survival,1.9747993435597833e-06,0.005070580457371096,0.4229381654064873
audusd,2023-09-13,2023-09-20,financial_direct_sparse,3.3176003739683465e-05,0.0914907908196272,0.41627730557884884
audusd,2023-09-13,2023-09-20,candidate_overlay_survival,3.3176003739683465e-05,0.0914907908196272,0.41627730557884884
audusd,2023-09-14,2023-09-21,financial_direct_sparse,0.00013010082073191038,0.3857803221385766,0.40992155363647853
audusd,2023-09-14,2023-09-21,candidate_overlay_survival,0.00013010082073191038,0.3857803221385766,0.40992155363647853
audusd,2023-09-15,2023-09-22,financial_direct_sparse,1.7108993120574035e-05,0.04718215379438628,0.40384830598802673
audusd,2023-09-15,2023-09-22,candidate_overlay_survival,1.7108993120574035e-05,0.04718215379438628,0.40384830598802673
audusd,2023-09-18,2023-09-25,financial_direct_sparse,7.161790363512318e-06,0.02123643631132815,0.3980372360355808
audusd,2023-09-18,2023-09-25,candidate_overlay_survival,7.161790363512318e-06,0.02123643631132815,0.3980372360355808
audusd,2023-09-19,2023-09-26,financial_direct_sparse,1.235844864775106e-05,0.03962748246305962,0.3924700075051582
audusd,2023-09-19,2023-09-26,candidate_overlay_survival,1.235844864775106e-05,0.03962748246305962,0.3924700075051582
audusd,2023-09-20,2023-09-27,financial_direct_sparse,5.820237708820041e-05,0.19158550041444444,0.3871300306894439
audusd,2023-09-20,2023-09-27,candidate_overlay_survival,5.820237708820041e-05,0.19158550041444444,0.3871300306894439
audusd,2023-09-21,2023-09-28,financial_direct_sparse,0.0003751800616598072,1.0,0.38200225421212686
audusd,2023-09-21,2023-09-28,candidate_overlay_survival,0.0003751800616598072,1.0,0.38200225421212686
audusd,2023-09-22,2023-09-29,financial_direct_sparse,5.906963860885074e-07,0.001944402761252748,0.3770729863540181
audusd,2023-09-22,2023-09-29,candidate_overlay_survival,5.906963860885074e-07,0.001944402761252748,0.3770729863540181
audusd,2023-09-25,2023-10-02,financial_direct_sparse,9.106295764876666e-07,0.0030793553408972633,0.3723297411059034
audusd,2023-09-25,2023-10-02,candidate_overlay_survival,9.106295764876666e-07,0.0030793553408972633,0.3723297411059034
audusd,2023-09-26,2023-10-03,financial_direct_sparse,5.440162983626216e-05,0.18543921830735882,0.3677611050031801
audusd,2023-09-26,2023-10-03,candidate_overlay_survival,5.440162983626216e-05,0.18543921830735882,0.3677611050031801
audusd,2023-09-27,2023-10-04,financial_direct_sparse,0.000280540768398215,0.9640182495401552,0.3633566215061596
audusd,2023-09-27,2023-10-04,candidate_overlay_survival,0.000280540768398215,0.9640182495401552,0.3633566215061596
audusd,2023-09-28,2023-10-05,financial_direct_sparse,2.956294002698867e-05,0.10077140162844751,0.3591066902577795
audusd,2023-09-28,2023-10-05,candidate_overlay_survival,2.956294002698867e-05,0.10077140162844751,0.3591066902577795
audusd,2023-09-29,2023-10-06,financial_direct_sparse,0.00012331119016124667,0.423732487676164,0.3550024790079757
audusd,2023-09-29,2023-10-06,candidate_overlay_survival,0.00012331119016124667,0.423732487676164,0.3550024790079757
audusd,2023-10-02,2023-10-11,financial_direct_sparse,5.470033479129989e-05,0.1864574159888152,0.3510358463645546
audusd,2023-10-02,2023-10-11,candidate_overlay_survival,5.470033479129989e-05,0.1864574159888152,0.3510358463645546
audusd,2023-10-03,2023-10-12,financial_direct_sparse,9.678882314316927e-07,0.003325940553819464,0.3471992738321261
audusd,2023-10-03,2023-10-12,candidate_overlay_survival,9.678882314316927e-07,0.003325940553819464,0.3471992738321261
audusd,2023-10-04,2023-10-13,financial_direct_sparse,9.82830384663259e-07,0.003482043498520114,0.3434858058475111
audusd,2023-10-04,2023-10-13,candidate_overlay_survival,9.82830384663259e-07,0.003482043498520114,0.3434858058475111
audusd,2023-10-05,2023-10-16,financial_direct_sparse,0.00019747753740526598,0.7220341087809022,0.3398889967229363
audusd,2023-10-05,2023-10-16,candidate_overlay_survival,0.00019747753740526598,0.7220341087809022,0.3398889967229363
audusd,2023-10-06,2023-10-17,financial_direct_sparse,6.818061896161762e-05,0.24155529243402402,0.3364028635758499
audusd,2023-10-06,2023-10-17,candidate_overlay_survival,6.818061896161762e-05,0.24155529243402402,0.3364028635758499
audusd,2023-10-11,2023-10-18,financial_direct_sparse,8.428507045665864e-05,0.2896275879898592,0.3330218444630791
audusd,2023-10-11,2023-10-18,candidate_overlay_survival,8.428507045665864e-05,0.2896275879898592,0.3330218444630791
audusd,2023-10-12,2023-10-19,financial_direct_sparse,0.00016842363205392538,0.5741068193465739,0.32974076105267797
audusd,2023-10-12,2023-10-19,candidate_overlay_survival,0.00016842363205392538,0.5741068193465739,0.32974076105267797
audusd,2023-10-13,2023-10-20,financial_direct_sparse,1.392056537984109e-05,0.04707333086638855,0.3265547852634426
audusd,2023-10-13,2023-10-20,candidate_overlay_survival,1.392056537984109e-05,0.04707333086638855,0.3265547852634426
audusd,2023-10-16,2023-10-23,financial_direct_sparse,6.117445375943176e-06,0.020852579085722717,0.32345940938312845
audusd,2023-10-16,2023-10-23,candidate_overlay_survival,6.117445375943176e-06,0.020852579085722717,0.32345940938312845
audusd,2023-10-17,2023-10-24,financial_direct_sparse,7.359967923237537e-07,0.002529095302098804,0.3204504192446407
audusd,2023-10-17,2023-10-24,candidate_overlay_survival,7.359967923237537e-07,0.002529095302098804,0.3204504192446407
audusd,2023-10-18,2023-10-25,financial_direct_sparse,8.139528928390208e-06,0.028837319468738465,0.3175238700971103
audusd,2023-10-18,2023-10-25,candidate_overlay_survival,8.139528928390208e-06,0.028837319468738465,0.3175238700971103
audusd,2023-10-19,2023-10-26,financial_direct_sparse,4.7605955034969914e-07,0.0017406092747549932,0.3146760648576213
audusd,2023-10-19,2023-10-26,candidate_overlay_survival,4.7605955034969914e-07,0.0017406092747549932,0.3146760648576213
audusd,2023-10-20,2023-10-27,financial_direct_sparse,5.608002438641897e-07,0.002056059194822296,0.3119035344708856
audusd,2023-10-20,2023-10-27,candidate_overlay_survival,5.608002438641897e-07,0.002056059194822296,0.3119035344708856
audusd,2023-10-23,2023-10-30,financial_direct_sparse,3.3566166669917624e-05,0.1234013273901718,0.30920302013958517
audusd,2023-10-23,2023-10-30,candidate_overlay_survival,3.3566166669917624e-05,0.1234013273901718,0.30920302013958517
audusd,2023-10-24,2023-10-31,financial_direct_sparse,3.3413874668584726e-05,0.14587550997323584,0.3065714572183939
audusd,2023-10-24,2023-10-31,candidate_overlay_survival,3.3413874668584726e-05,0.14587550997323584,0.3065714572183939
audusd,2023-10-25,2023-11-01,financial_direct_sparse,1.593055398185963e-05,0.08559899718572175,0.30400596059067553
audusd,2023-10-25,2023-11-01,candidate_overlay_survival,1.593055398185963e-05,0.08559899718572175,0.30400596059067553
audusd,2023-10-26,2023-11-02,financial_direct_sparse,1.9887804520158014e-05,0.1084797327231154,0.30150381136920434
audusd,2023-10-26,2023-11-02,candidate_overlay_survival,1.9887804520158014e-05,0.1084797327231154,0.30150381136920434
audusd,2023-10-27,2023-11-03,financial_direct_sparse,0.0002574050170414739,1.0,0.2990624447815249
audusd,2023-10-27,2023-11-03,candidate_overlay_survival,0.0002574050170414739,1.0,0.2990624447815249
audusd,2023-10-30,2023-11-06,financial_direct_sparse,0.0006028300176659467,1.0,0.29667943911722916
audusd,2023-10-30,2023-11-06,candidate_overlay_survival,0.0006028300176659467,1.0,0.29667943911722916
audusd,2023-10-31,2023-11-07,financial_direct_sparse,0.0003857470579992603,1.0,0.29435250562886867
audusd,2023-10-31,2023-11-07,candidate_overlay_survival,0.0003857470579992603,1.0,0.29435250562886867
audusd,2023-11-01,2023-11-08,financial_direct_sparse,0.00018534737870506463,0.8091741427468813,0.2920794792907617
audusd,2023-11-01,2023-11-08,candidate_overlay_survival,0.00018534737870506463,0.8091741427468813,0.2920794792907617
audusd,2023-11-02,2023-11-09,financial_direct_sparse,6.596694633993354e-05,0.24251827211236363,0.289858310330879
audusd,2023-11-02,2023-11-09,candidate_overlay_survival,6.596694633993354e-05,0.24251827211236363,0.289858310330879
audusd,2023-11-03,2023-11-14,financial_direct_sparse,2.3555400427411423e-06,0.008636104952948098,0.28768705646052073
audusd,2023-11-03,2023-11-14,candidate_overlay_survival,2.3555400427411423e-06,0.008636104952948098,0.28768705646052073
audusd,2023-11-06,2023-11-15,financial_direct_sparse,1.418606789169742e-05,0.052153098847937465,0.28556387573483355
audusd,2023-11-06,2023-11-15,candidate_overlay_survival,1.418606789169742e-05,0.052153098847937465,0.28556387573483355
audusd,2023-11-07,2023-11-16,financial_direct_sparse,5.5645933031388594e-05,0.24293437799125375,0.2834870199845203
audusd,2023-11-07,2023-11-16,candidate_overlay_survival,5.5645933031388594e-05,0.24293437799125375,0.2834870199845203
audusd,2023-11-08,2023-11-17,financial_direct_sparse,7.400111511645737e-05,0.27205477239996545,0.2814548287655096
audusd,2023-11-08,2023-11-17,candidate_overlay_survival,7.400111511645737e-05,0.27205477239996545,0.2814548287655096
audusd,2023-11-09,2023-11-20,financial_direct_sparse,0.0001437492764422794,0.5270272700697619,0.2794657237789954
audusd,2023-11-09,2023-11-20,candidate_overlay_survival,0.0001437492764422794,0.5270272700697619,0.2794657237789954
audusd,2023-11-14,2023-11-21,financial_direct_sparse,0.0005457457948684799,1.0,0.2775182037192326
audusd,2023-11-14,2023-11-21,candidate_overlay_survival,0.0005457457948684799,1.0,0.2775182037192326
audusd,2023-11-15,2023-11-22,financial_direct_sparse,0.00011061647198331083,0.40097947729797817,0.2756108395108661
audusd,2023-11-15,2023-11-22,candidate_overlay_survival,0.00011061647198331083,0.40097947729797817,0.2756108395108661
audusd,2023-11-16,2023-11-27,financial_direct_sparse,1.74402825426415e-05,0.06268304471704639,0.27374226990146205
audusd,2023-11-16,2023-11-27,candidate_overlay_survival,1.74402825426415e-05,0.06268304471704639,0.27374226990146205
audusd,2023-11-17,2023-11-28,financial_direct_sparse,0.00014441746412003674,0.523506474553706,0.27191119737834907
audusd,2023-11-17,2023-11-28,candidate_overlay_survival,0.00014441746412003674,0.523506474553706,0.27191119737834907
audusd,2023-11-20,2023-11-29,financial_direct_sparse,0.00025961703341733034,0.9331033528394117,0.27011638438194224
audusd,2023-11-20,2023-11-29,candidate_overlay_survival,0.00025961703341733034,0.9331033528394117,0.27011638438194224
audusd,2023-11-21,2023-11-30,financial_direct_sparse,8.231431339826314e-07,0.0028920697483097715,0.2683566497904376
audusd,2023-11-21,2023-11-30,candidate_overlay_survival,8.231431339826314e-07,0.0028920697483097715,0.2683566497904376
audusd,2023-11-22,2023-12-01,financial_direct_sparse,2.177391782474786e-06,0.00782587931896683,0.26663086565318866
audusd,2023-11-22,2023-12-01,candidate_overlay_survival,2.177391782474786e-06,0.00782587931896683,0.26663086565318866
audusd,2023-11-27,2023-12-04,financial_direct_sparse,0.00011827513856815969,0.4287417813104901,0.2649379541522396
audusd,2023-11-27,2023-12-04,candidate_overlay_survival,0.00011827513856815969,0.4287417813104901,0.2649379541522396
audusd,2023-11-28,2023-12-05,financial_direct_sparse,9.64260960041249e-06,0.03465701471830229,0.26327688477341593
audusd,2023-11-28,2023-12-05,candidate_overlay_survival,9.64260960041249e-06,0.03465701471830229,0.26327688477341593
audusd,2023-11-29,2023-12-06,financial_direct_sparse,0.00029357737731174614,1.0,0.26164667167010547
audusd,2023-11-29,2023-12-06,candidate_overlay_survival,0.00029357737731174614,1.0,0.26164667167010547
audusd,2023-11-30,2023-12-07,financial_direct_sparse,5.686582691402175e-05,0.20438448532058953,0.2600463712044066
audusd,2023-11-30,2023-12-07,candidate_overlay_survival,5.686582691402175e-05,0.20438448532058953,0.2600463712044066
audusd,2023-12-01,2023-12-08,financial_direct_sparse,2.410467447873667e-06,0.008569655115316668,0.25847507965171146
audusd,2023-12-01,2023-12-08,candidate_overlay_survival,2.410467447873667e-06,0.008569655115316668,0.25847507965171146
audusd,2023-12-04,2023-12-11,financial_direct_sparse,0.00020638018865763833,0.7417619848021022,0.2569319310560392
audusd,2023-12-04,2023-12-11,candidate_overlay_survival,0.00020638018865763833,0.7417619848021022,0.2569319310560392
audusd,2023-12-05,2023-12-12,financial_direct_sparse,0.00012505068166876373,0.4445781729107683,0.25541609522455616
audusd,2023-12-05,2023-12-12,candidate_overlay_survival,0.00012505068166876373,0.4445781729107683,0.25541609522455616
audusd,2023-12-06,2023-12-13,financial_direct_sparse,5.739282749339663e-07,0.002018534877903795,0.253926775850733
audusd,2023-12-06,2023-12-13,candidate_overlay_survival,5.739282749339663e-07,0.002018534877903795,0.253926775850733
audusd,2023-12-07,2023-12-14,financial_direct_sparse,2.5475645183176376e-06,0.009057060415919872,0.25246320875649814
audusd,2023-12-07,2023-12-14,candidate_overlay_survival,2.5475645183176376e-06,0.009057060415919872,0.25246320875649814
audusd,2023-12-08,2023-12-15,financial_direct_sparse,0.0003009765083572857,1.0,0.2510246602445746
audusd,2023-12-08,2023-12-15,candidate_overlay_survival,0.0003009765083572857,1.0,0.2510246602445746
audusd,2023-12-11,2023-12-18,financial_direct_sparse,0.0004101833530919996,1.0,0.24961042555292876
audusd,2023-12-11,2023-12-18,candidate_overlay_survival,0.0004101833530919996,1.0,0.24961042555292876
audusd,2023-12-12,2023-12-19,financial_direct_sparse,0.000434027372724921,1.0,0.2482198274039356
audusd,2023-12-12,2023-12-19,candidate_overlay_survival,0.000434027372724921,1.0,0.2482198274039356
audusd,2023-12-13,2023-12-20,financial_direct_sparse,0.0009079940405856689,1.0,0.2468522146414769
audusd,2023-12-13,2023-12-20,candidate_overlay_survival,0.0009079940405856689,1.0,0.2468522146414769
audusd,2023-12-14,2023-12-21,financial_direct_sparse,0.0007369409946589481,1.0,0.2455069609497414
audusd,2023-12-14,2023-12-21,candidate_overlay_survival,0.0007369409946589481,1.0,0.2455069609497414
audusd,2023-12-15,2023-12-22,financial_direct_sparse,0.00013073054097326482,0.44562211463049123,0.24418346364800192
audusd,2023-12-15,2023-12-22,candidate_overlay_survival,0.00013073054097326482,0.44562211463049123,0.24418346364800192
audusd,2023-12-18,2023-12-28,financial_direct_sparse,0.00021438733929138768,0.724965249661677,0.24288114255610097
audusd,2023-12-18,2023-12-28,candidate_overlay_survival,0.00021438733929138768,0.724965249661677,0.24288114255610097
audusd,2023-12-19,2023-12-29,financial_direct_sparse,0.00021492580161267493,0.7074739781081525,0.24159943892579416
audusd,2023-12-19,2023-12-29,candidate_overlay_survival,0.00021492580161267493,0.7074739781081525,0.24159943892579416
audusd,2023-12-20,2024-01-03,financial_direct_sparse,1.1562503956690818e-05,0.03707527828391332,0.24033781443348048
audusd,2023-12-20,2024-01-03,candidate_overlay_survival,1.1562503956690818e-05,0.03707527828391332,0.24033781443348048
audusd,2023-12-21,2024-01-04,financial_direct_sparse,2.2990313746262323e-05,0.07567750638582958,0.23909575023019505
audusd,2023-12-21,2024-01-04,candidate_overlay_survival,2.2990313746262323e-05,0.07567750638582958,0.23909575023019505
audusd,2023-12-22,2024-01-05,financial_direct_sparse,6.807710672646457e-05,0.23020732864787524,0.23787274604505648
audusd,2023-12-22,2024-01-05,candidate_overlay_survival,6.807710672646457e-05,0.23020732864787524,0.23787274604505648
audusd,2023-12-28,2024-01-08,financial_direct_sparse,8.927644090587538e-05,0.2938723890993842,0.23666831933865048
audusd,2023-12-28,2024-01-08,candidate_overlay_survival,8.927644090587538e-05,0.2938723890993842,0.23666831933865048
audusd,2023-12-29,2024-01-09,financial_direct_sparse,9.314140213836706e-05,0.29865878679639857,0.23548200450309495
audusd,2023-12-29,2024-01-09,candidate_overlay_survival,9.314140213836706e-05,0.29865878679639857,0.23548200450309495
audusd,2024-01-03,2024-01-10,financial_direct_sparse,0.000188546704295806,0.5876472072377597,0.23431335210577559
audusd,2024-01-03,2024-01-10,candidate_overlay_survival,0.000188546704295806,0.5876472072377597,0.23431335210577559
audusd,2024-01-04,2024-01-11,financial_direct_sparse,3.3809073389721445e-05,0.1025030724190272,0.2331619281739616
audusd,2024-01-04,2024-01-11,candidate_overlay_survival,3.3809073389721445e-05,0.1025030724190272,0.2331619281739616
audusd,2024-01-05,2024-01-12,financial_direct_sparse,9.152603089709854e-05,0.2852609736516792,0.23202731351771536
audusd,2024-01-05,2024-01-12,candidate_overlay_survival,9.152603089709854e-05,0.2852609736516792,0.23202731351771536
audusd,2024-01-08,2024-01-17,financial_direct_sparse,2.5511084664004486e-05,0.07734505257388632,0.23090910308869714
audusd,2024-01-08,2024-01-17,candidate_overlay_survival,2.5511084664004486e-05,0.07734505257388632,0.23090910308869714
audusd,2024-01-09,2024-01-18,financial_direct_sparse,0.00016202265658962309,0.5049791880995105,0.22980690537263718
audusd,2024-01-09,2024-01-18,candidate_overlay_survival,0.00016202265658962309,0.5049791880995105,0.22980690537263718
audusd,2024-01-10,2024-01-19,financial_direct_sparse,3.1156588349785e-05,0.09446121149592807,0.22872034181340573
audusd,2024-01-10,2024-01-19,candidate_overlay_survival,3.1156588349785e-05,0.09446121149592807,0.22872034181340573
audusd,2024-01-11,2024-01-22,financial_direct_sparse,6.453127795379152e-06,0.020112589827894815,0.22764904626675714
audusd,2024-01-11,2024-01-22,candidate_overlay_survival,6.453127795379152e-06,0.020112589827894815,0.22764904626675714
audusd,2024-01-12,2024-01-23,financial_direct_sparse,1.2822714428045743e-05,0.0411161550781434,0.22659266448195756
audusd,2024-01-12,2024-01-23,candidate_overlay_survival,1.2822714428045743e-05,0.0411161550781434,0.22659266448195756
audusd,2024-01-17,2024-01-24,financial_direct_sparse,1.44579891486877e-05,0.04759154564839073,0.22555085360962987
audusd,2024-01-17,2024-01-24,candidate_overlay_survival,1.44579891486877e-05,0.04759154564839073,0.22555085360962987
audusd,2024-01-18,2024-01-25,financial_direct_sparse,8.036481420237664e-05,0.27175904036503307,0.2245232817342631
audusd,2024-01-18,2024-01-25,candidate_overlay_survival,8.036481420237664e-05,0.27175904036503307,0.2245232817342631
audusd,2024-01-19,2024-01-26,financial_direct_sparse,3.037958446796918e-06,0.010000086223039726,0.22350962742993852
audusd,2024-01-19,2024-01-26,candidate_overlay_survival,3.037958446796918e-06,0.010000086223039726,0.22350962742993852
audusd,2024-01-22,2024-01-29,financial_direct_sparse,5.36898324737e-07,0.0018155579024508727,0.22250957933792187
audusd,2024-01-22,2024-01-29,candidate_overlay_survival,5.36898324737e-07,0.0018155579024508727,0.22250957933792187
